committee_id,committee_name,report_year,report_type,image_number,line_number,transaction_id,file_number,committee_name,entity_type,entity_type_desc,unused_contbr_id,contributor_prefix,contributor_name,recipient_committee_type,recipient_committee_org_type,recipient_committee_designation,contributor_first_name,contributor_middle_name,contributor_last_name,contributor_suffix,contributor_street_1,contributor_street_2,contributor_city,contributor_state,contributor_zip,contributor_employer,contributor_occupation,contributor_id,receipt_type,receipt_type_desc,receipt_type_full,memo_code,memo_code_full,contribution_receipt_date,contribution_receipt_amount,contributor_aggregate_ytd,candidate_id,candidate_name,candidate_first_name,candidate_last_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_office_full,candidate_office_state,candidate_office_state_full,candidate_office_district,conduit_committee_id,conduit_committee_name,conduit_committee_street1,conduit_committee_street2,conduit_committee_city,conduit_committee_state,conduit_committee_zip,donor_committee_name,national_committee_nonfederal_account,election_type,election_type_full,fec_election_type_desc,fec_election_year,amendment_indicator,amendment_indicator_desc,schedule_type_full,load_date,original_sub_id,back_reference_transaction_id,back_reference_schedule_name,filing_form,link_id,is_individual,memo_text,two_year_transaction_period,schedule_type,increased_limit,sub_id,pdf_url,line_number_label
C00434191,HIMES FOR CONGRESS,2019,Q2,201907159151331993,11C,VVC6RN9NYF0,1341215,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,H,,P,,,,,1919 S EADS ST,,ARLINGTON,VA,222023028,,,C00375048,,,,,,2019-06-30 00:00:00,1000.00,1000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,C2020,CONVENTION,CONVENTION,2020,A,ADD,ITEMIZED RECEIPTS,2019-07-20 04:07:14.411,,,,F3,4071620191659582953,f,,2020,SA,,4071920191660623078,http://docquery.fec.gov/cgi-bin/fecimg/?201907159151331993,Contributions From Other Political Committees
C00573949,JOSH GOTTHEIMER FOR CONGRESS,2019,Q2,201907149150596929,11C,VPFDAPAVM11,1339124,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,H,,P,,,,,1919 S EADS ST,,ARLINGTON,VA,222023028,,,C00375048,,,,,,2019-04-26 00:00:00,1000.00,2000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED RECEIPTS,2019-07-16 05:33:45.231,,,,F3,4071420191659531300,f,,2020,SA,,4071520191659553623,http://docquery.fec.gov/cgi-bin/fecimg/?201907149150596929,Contributions From Other Political Committees
C00640623,DOUG JONES FOR SENATE COMMITTEE,2019,Q2,201907159150608881,11C,VTQYMHY5ZK3,1339305,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,S,,P,,,,,1919 S EADS ST,,ARLINGTON,VA,222023028,,,C00375048,,,,,,2019-06-29 00:00:00,1000.00,1000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED RECEIPTS,2019-07-18 04:12:51.086,,,,F3,4071520191659540568,f,,2020,SA,,4071720191659792463,http://docquery.fec.gov/cgi-bin/fecimg/?201907159150608881,Contributions From Other Political Committees
C00542787,WALDEN VICTORY FUND,2019,Q2,201907159150818737,11C,SA11C.6196,1339991,,COM,OTHER COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,N,,J,,,,,1919 SOUTH EADS STREET,,ARLINGTON,VA,22202,,,C00375048,18K,CONTRIBUTION RECEIVED FROM REGISTERED FILER,,,,2019-06-25 00:00:00,5000.00,5000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P,,PRIMARY,,A,ADD,ITEMIZED RECEIPTS,2019-07-19 03:49:12.526,,,,F3X,4071520191659542034,f,,2020,SA,,4071820191660145295,http://docquery.fec.gov/cgi-bin/fecimg/?201907159150818737,Contributions From Other Political Committees
C00409730,NEW DEMOCRAT COALITION ACTION FUND,2019,MY,201908139162858038,11C,C11396945,1347617,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,Q,,U,,,,,1919 S EADS ST,,ARLINGTON,VA,222023028,,,C00375048,18K,CONTRIBUTION RECEIVED FROM REGISTERED FILER,,,,2019-03-04 00:00:00,5000.00,5000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P,,PRIMARY,,N,NO CHANGE,ITEMIZED RECEIPTS,2019-08-15 03:51:38.547,,,,F3X,4081320191663283815,f,,2020,SA,,4081420191663323598,http://docquery.fec.gov/cgi-bin/fecimg/?201908139162858038,Contributions From Other Political Committees
C00545467,HURD FOR CONGRESS,2019,Q2,201907159151134327,11C,SA11C.57346,1340974,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,H,,P,,,,,1919 SOUTH EADS STREET,,ARLINGTON,VA,22202,,,C00375048,,,,,,2019-06-27 00:00:00,3500.00,4500.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED RECEIPTS,2019-07-24 03:47:27.521,,,,F3,4071620191659582810,f,,2020,SA,,4072320191660899597,http://docquery.fec.gov/cgi-bin/fecimg/?201907159151134327,Contributions From Other Political Committees
C00527457,FRIENDS OF DAVE JOYCE,2019,Q2,201907159150936846,11C,A204A3D3260EC43B4A26,1340695,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,H,,P,,,,,1919 S EADS ST,,ARLINGTON,VA,222023028,,,C00375048,,,,,,2019-06-28 00:00:00,2500.00,2500.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED RECEIPTS,2019-07-24 03:51:58.59,,,,F3,4071520191659541372,f,,2020,SA,,4072320191661032718,http://docquery.fec.gov/cgi-bin/fecimg/?201907159150936846,Contributions From Other Political Committees
C00446906,KURT SCHRADER FOR CONGRESS,2019,Q2,201907159150882301,11C,C23483340,1340508,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,H,,P,,,,,1919 SOUTH EADS STREET,,ARLINGTON,VA,22202,,,C00375048,,,,,,2019-04-26 00:00:00,1000.00,1000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED RECEIPTS,2019-07-25 03:46:37.073,,,,F3,4071520191659541243,f,,2020,SA,,4072420191661084239,http://docquery.fec.gov/cgi-bin/fecimg/?201907159150882301,Contributions From Other Political Committees
C00409219,MATSUI FOR CONGRESS,2019,Q2,202001179167235475,11C,C10442495,1371139,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,H,,P,,,,,1919 SOUTH EADS STREET,,ARLINGTON,VA,22202,,,C00375048,,,,,,2019-06-30 00:00:00,1000.00,1000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P2020,,PRIMARY,2020,N,NO CHANGE,ITEMIZED RECEIPTS,2020-01-19 03:36:42.777,,,,F3,4011720201684870168,f,,2020,SA,,4011820201685270355,http://docquery.fec.gov/cgi-bin/fecimg/?202001179167235475,Contributions From Other Political Committees
C00075820,NRCC,2019,M3,201903209145877421,11C,SA11C.17946366,1320558,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,Y,"",U,,,,,1919 S EADS ST,,ARLINGTON,VA,222023028,,,C00375048,18K,CONTRIBUTION RECEIVED FROM REGISTERED FILER,CONTRIBUTION,,,2019-02-25 00:00:00,15000.00,15000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P,,PRIMARY,,A,ADD,ITEMIZED RECEIPTS,2019-03-22 04:41:48.763,,,,F3X,4032020191645225872,f,,2020,SA,,4032120191645571391,http://docquery.fec.gov/cgi-bin/fecimg/?201903209145877421,Contributions From Other Political Committees
C00271338,AMERIPAC: THE FUND FOR A GREATER AMERICA,2019,M5,201905209149749459,11C,VNJ2EKTK4Y2,1331533,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,Q,"",D,,,,,1919 S EADS ST,,ARLINGTON,VA,222023028,,,C00375048,18K,CONTRIBUTION RECEIVED FROM REGISTERED FILER,,,,2019-04-29 00:00:00,2500.00,2500.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P,,PRIMARY,,A,ADD,ITEMIZED RECEIPTS,2019-05-21 03:47:47.269,,,,F3X,4052020191657101833,f,,2020,SA,,4052020191657136319,http://docquery.fec.gov/cgi-bin/fecimg/?201905209149749459,Contributions From Other Political Committees
C00305318,BLUE DOG POLITICAL ACTION COMMITTEE,2019,MY,201907309161231444,11C,C10436774,1344875,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,Q,,U,,,,,1919 SOUTH EADS STREET,,ARLINGTON,VA,22202,,,C00375048,18K,CONTRIBUTION RECEIVED FROM REGISTERED FILER,,,,2019-02-28 00:00:00,5000.00,5000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P,,PRIMARY,,A,ADD,ITEMIZED RECEIPTS,2019-08-01 04:10:34.449,,,,F3X,4073020191661587809,f,,2020,SA,,4073120191662162375,http://docquery.fec.gov/cgi-bin/fecimg/?201907309161231444,Contributions From Other Political Committees
C00506832,MARC VEASEY CONGRESSIONAL CAMPAIGN COMMITTEE,2019,Q1,201904159146191705,11C,2030944,1325855,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,H,"",P,,,,,1919 S EADS ST,,ARLINGTON,VA,222023028,,,C00375048,,,,,,2019-03-06 00:00:00,200.00,200.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED RECEIPTS,2019-04-19 06:00:00.868,,,,F3,4041520191646335696,f,* IN-KIND: HOUSE USAGE IN-KIND,2020,SA,,4041820191646849470,http://docquery.fec.gov/cgi-bin/fecimg/?201904159146191705,Contributions From Other Political Committees
C00539866,ROBIN KELLY FOR CONGRESS,2019,Q1,201904159146160754,11C,VPFDRPAD1C7,1325469,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,H,"",P,,,,,1919 S EADS ST,,ARLINGTON,VA,222023028,,,C00375048,,,,,,2019-03-31 00:00:00,1000.00,1000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED RECEIPTS,2019-04-19 05:51:57.764,,,,F3,4041520191646335468,f,,2020,SA,,4041820191646751378,http://docquery.fec.gov/cgi-bin/fecimg/?201904159146160754,Contributions From Other Political Committees
C00558486,GARRET GRAVES FOR CONGRESS,2019,Q1,201904159146242767,11C,SA11C.31728,1326100,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,H,"",P,,,,,1919 SOUTH EADS STREET,,ARLINGTON,VA,22202,,,C00375048,,,,,,2019-03-28 00:00:00,1000.00,1000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED RECEIPTS,2019-04-19 05:53:11.274,,,,F3,4041520191646335845,f,,2020,SA,,4041820191646770712,http://docquery.fec.gov/cgi-bin/fecimg/?201904159146242767,Contributions From Other Political Committees
C00415331,CLARKE FOR CONGRESS,2019,Q1,201912269166883949,11C,VR0G3S9ZRG8,1367851,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,H,,P,,,,,1919 S EADS ST,,ARLINGTON,VA,222023028,,,C00375048,,,,,,2019-03-26 00:00:00,1000.00,1000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P2020,,PRIMARY,2020,N,NO CHANGE,ITEMIZED RECEIPTS,2019-12-28 03:45:24.617,,,,F3,4122720191682518149,f,,2020,SA,,4122720191682532391,http://docquery.fec.gov/cgi-bin/fecimg/?201912269166883949,Contributions From Other Political Committees
C00599464,SMUCKER FOR CONGRESS,2019,Q1,201904159146170420,11C,A771D5A0B770B4D1D82C,1325605,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,H,"",P,,,,,1919 S EADS ST,,ARLINGTON,VA,222023028,,,C00375048,,,,,,2019-03-31 00:00:00,1000.00,1000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED RECEIPTS,2019-04-21 04:39:40.363,,,,F3,4041520191646335541,f,,2020,SA,,4042020191646990728,http://docquery.fec.gov/cgi-bin/fecimg/?201904159146170420,Contributions From Other Political Committees
C00503110,SCOTT PETERS FOR CONGRESS,2019,Q2,201908079161366696,11C,VPFP1S5FRG4,1347179,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,H,,P,,,,,1919 S EADS ST,,ARLINGTON,VA,222023028,,,C00375048,,,,,,2019-06-14 00:00:00,1000.00,1000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P2020,,PRIMARY,2020,N,NO CHANGE,ITEMIZED RECEIPTS,2019-08-09 03:56:56.287,,,,F3,4080720191662999484,f,,2020,SA,,4080820191663262004,http://docquery.fec.gov/cgi-bin/fecimg/?201908079161366696,Contributions From Other Political Committees
C00696591,ACROSS THE AISLE PAC,2020,M3,202003209204644932,11C,SA11C.4429,1391506,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,Q,"",U,,,,,1919 SOUTH EADS STREET,,ARLINGTON,VA,22202,,,C00375048,18K,CONTRIBUTION RECEIVED FROM REGISTERED FILER,,,,2020-02-03 00:00:00,5000.00,5000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P,,PRIMARY,,A,ADD,ITEMIZED RECEIPTS,2020-03-26 03:45:33.874,,,,F3X,4032020201703941616,f,,2020,SA,,4032520201714770504,http://docquery.fec.gov/cgi-bin/fecimg/?202003209204644932,Contributions From Other Political Committees
C00368696,RESPONSIBILITY AND FREEDOM WORK PAC (RFWPAC),2019,MY,201909179163368521,11C,A560607F459AC40BC950,1352508,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,Q,,D,,,,,1919 S EADS ST,,ARLINGTON,VA,222023028,,,C00375048,18K,CONTRIBUTION RECEIVED FROM REGISTERED FILER,,,,2019-05-08 00:00:00,2500.00,2500.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P,,PRIMARY,,N,NO CHANGE,ITEMIZED RECEIPTS,2019-09-20 03:46:42.48,,,,F3X,4091820191673085590,f,,2020,SA,,4091920191673128799,http://docquery.fec.gov/cgi-bin/fecimg/?201909179163368521,Contributions From Other Political Committees
C00616268,MORAN VICTORY COMMITTEE,2019,Q3,201910149163845567,11C,SA11C.6854,1356704,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,N,,J,,,,,1919 SOUTH EADS STREET,,ARLINGTON,VA,22202,,,C00375048,,,,,,2019-09-30 00:00:00,5000.00,10000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,,,,,A,ADD,ITEMIZED RECEIPTS,2019-10-16 04:17:13.971,,,,F3,4101420191674175445,f,,2020,SA,,4101520191674250221,http://docquery.fec.gov/cgi-bin/fecimg/?201910149163845567,Contributions From Other Political Committees
C00314575,COLLINS FOR SENATOR,2019,Q3,201910159164601048,11C,AA98F10A8815249DF907,1358665,,PAC,POLITICAL ACTION COMMITTEE,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,S,,P,,,,,1919 S EADS ST,,ARLINGTON,VA,222023028,,,,,,,,,2019-09-30 00:00:00,2500.00,2500.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED RECEIPTS,2019-10-21 03:51:43.737,,,,F3,4101620191674360212,f,,2020,SA,,4102020191674966865,http://docquery.fec.gov/cgi-bin/fecimg/?201910159164601048,Contributions From Other Political Committees
C00409276,MAKING A RESPONSIBLE STAND FOR HOUSEHOLDS IN AMERICA PAC,2019,M10,201910189165095916,11C,SA11C.144253,1360063,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,Q,,D,,,,,1919 S. EADS ST.,,ARLINGTON,VA,222023028,,,C00375048,18K,CONTRIBUTION RECEIVED FROM REGISTERED FILER,CONTRIBUTION,,,2019-09-30 00:00:00,2500.00,2500.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P,,PRIMARY,,A,ADD,ITEMIZED RECEIPTS,2019-10-25 04:11:52.797,,,,F3X,4101820191674584607,f,,2020,SA,,4102420191675325530,http://docquery.fec.gov/cgi-bin/fecimg/?201910189165095916,Contributions From Other Political Committees
C00590489,VAL DEMINGS FOR CONGRESS,2019,Q3,201910159163968480,11C,VNVRNH3FME5,1357888,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,H,,P,,,,,1919 S EADS ST,,ARLINGTON,VA,222023028,,,C00375048,,,,,,2019-09-30 00:00:00,1000.00,1000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED RECEIPTS,2019-10-26 03:47:14.361,,,,F3,4101520191674203455,f,,2020,SA,,4102520191675400881,http://docquery.fec.gov/cgi-bin/fecimg/?201910159163968480,Contributions From Other Political Committees
