committee_id,committee_name,report_year,report_type,image_number,line_number,transaction_id,file_number,committee_name,entity_type,entity_type_desc,unused_contbr_id,contributor_prefix,contributor_name,recipient_committee_type,recipient_committee_org_type,recipient_committee_designation,contributor_first_name,contributor_middle_name,contributor_last_name,contributor_suffix,contributor_street_1,contributor_street_2,contributor_city,contributor_state,contributor_zip,contributor_employer,contributor_occupation,contributor_id,receipt_type,receipt_type_desc,receipt_type_full,memo_code,memo_code_full,contribution_receipt_date,contribution_receipt_amount,contributor_aggregate_ytd,candidate_id,candidate_name,candidate_first_name,candidate_last_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_office_full,candidate_office_state,candidate_office_state_full,candidate_office_district,conduit_committee_id,conduit_committee_name,conduit_committee_street1,conduit_committee_street2,conduit_committee_city,conduit_committee_state,conduit_committee_zip,donor_committee_name,national_committee_nonfederal_account,election_type,election_type_full,fec_election_type_desc,fec_election_year,amendment_indicator,amendment_indicator_desc,schedule_type_full,load_date,original_sub_id,back_reference_transaction_id,back_reference_schedule_name,filing_form,link_id,is_individual,memo_text,two_year_transaction_period,schedule_type,increased_limit,sub_id,pdf_url,line_number_label
C00495358,KAINE FOR VIRGINIA,2017,Q1,201704140200093021,11C,,1158883,,,,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,S,"",P,,,,,1919 S EADS ST,,ARLINGTON,VA,222023028,,,C00375048,,,,,,2017-03-11 00:00:00,2700.00,2700.00,,,,,,,,,,,,,,,,,,,,,,P2018,,PRIMARY,2018,A,ADD,ITEMIZED RECEIPTS,2017-05-31 12:56:33.511916,,,,F3,1041720170034523791,f,,2018,SA,,2041920171399982442,http://docquery.fec.gov/cgi-bin/fecimg/?201704140200093021,Contributions From Other Political Committees
C00472365,"YODER FOR CONGRESS, INC",2017,Q1,201704159052255398,11C,AA0A00819E1534A448A1,1157959,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,H,"",P,,,,,1919 SOUTH EADS STREET,,ARLINGTON,VA,222023028,,,C00375048,,,,,,2017-01-24 00:00:00,1000.00,1000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P2018,,PRIMARY,2018,A,ADD,ITEMIZED RECEIPTS,2017-05-31 12:56:33.511916,,,,F3,4041520171398736159,f,,2018,SA,,4041920171399931736,http://docquery.fec.gov/cgi-bin/fecimg/?201704159052255398,Contributions From Other Political Committees
C00573949,JOSH GOTTHEIMER FOR CONGRESS,2017,Q1,201704159052255758,11C,VPFDAMQNWP8,1157962,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,H,"",P,,,,,1919 S EADS ST,,ARLINGTON,VA,222023028,,,C00375048,,,,,,2017-03-06 00:00:00,1000.00,1000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P2018,,PRIMARY,2018,A,ADD,ITEMIZED RECEIPTS,2017-05-31 12:56:33.511916,,,,F3,4041520171398736161,f,,2018,SA,,4042420171400277672,http://docquery.fec.gov/cgi-bin/fecimg/?201704159052255758,Contributions From Other Political Committees
C00491357,STEVE DAINES FOR MONTANA,2017,Q1,201704200200124148,11C,,1160303,,,,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION,S,"",P,,,,,1919 S EADS ST,,ARLINGTON,VA,222023028,,,C00375048,,,,,,2017-02-17 00:00:00,3000.00,3000.00,,,,,,,,,,,,,,,,,,,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED RECEIPTS,2017-05-31 12:56:33.511916,,,,F3,1042120170034547111,f,,2018,SA,,2042520171400447671,http://docquery.fec.gov/cgi-bin/fecimg/?201704200200124148,Contributions From Other Political Committees
C00443218,WICKER FOR SENATE,2017,Q1,201704180200114275,11C,,1159893,,,,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,S,"",P,,,,,1919 S EADS ST,,ARLINGTON,VA,222023028,,,C00375048,,,,,,2017-03-31 00:00:00,1000.00,1000.00,,,,,,,,,,,,,,,,,,,,,,P2018,,PRIMARY,2018,A,ADD,ITEMIZED RECEIPTS,2017-05-31 12:56:33.511916,,,,F3,1041920170034545162,f,,2018,SA,,2042620171400500778,http://docquery.fec.gov/cgi-bin/fecimg/?201704180200114275,Contributions From Other Political Committees
C00558627,GALLEGO FOR ARIZONA,2017,Q2,201707159066716157,11C,VNJ3FFXABX3,1171884,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,H,"",P,,,,,1919 S EADS ST,,ARLINGTON,VA,222023028,,,C00375048,,,,,,2017-06-30 00:00:00,1000.00,2000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P2018,,PRIMARY,2018,A,ADD,ITEMIZED RECEIPTS,2017-07-18 05:39:02.553,,,,F3,4071520171418907077,f,,2018,SA,,4071720171419787550,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066716157,Contributions From Other Political Committees
C00508804,SINEMA FOR ARIZONA,2017,Q2,201707139066623215,11C,11C-000066702,1170425,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC (CTAPAC),S,"",P,,,,,1919 S EADS ST,,ARLINGTON,VA,22202,,,C00375048,,,,X,,2017-03-24 00:00:00,1000.00,3500.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC (CTAPAC),,P2018,,PRIMARY,2018,A,ADD,ITEMIZED RECEIPTS,2017-07-15 05:33:11.974,,,,F3,4071420171418853446,f,AUSTIN INNOVATION 2017 JOINT FUNDRAISING COMMITTEE,2018,SA,,4071420171418861237,http://docquery.fec.gov/cgi-bin/fecimg/?201707139066623215,Contributions From Other Political Committees
C00473736,ELECT BLAKE FARENTHOLD COMMITTEE,2017,Q2,201707149066630749,11C,A58D7149360E9440EB80,1170678,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,H,"",P,,,,,1919 S EADS ST,,ARLINGTON,VA,222023028,,,C00375048,,,CONTRIB,,,2017-05-05 00:00:00,1000.00,2000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P2018,,PRIMARY,2018,A,ADD,ITEMIZED RECEIPTS,2017-07-15 05:33:12.048,,,,F3,4071420171418853561,f,,2018,SA,,4071420171418877161,http://docquery.fec.gov/cgi-bin/fecimg/?201707149066630749,Contributions From Other Political Committees
C00558627,GALLEGO FOR ARIZONA,2017,Q2,201707159066716171,12,VNJ3FFWN2E9,1171884,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,H,"",P,,,,,1919 S EADS ST,,ARLINGTON,VA,222023028,,,C00375048,18J,MEMO (FILER'S % OF CONTRIBUTION GIVEN TO JOIN,,X,,2017-03-24 00:00:00,1000.00,1000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P2018,,PRIMARY,2018,A,ADD,ITEMIZED RECEIPTS,2017-07-18 05:37:26.688,,VNJ3FFWN2C4,SA12,F3,4071520171418907077,f,,2018,SA,,4071720171419787590,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066716171,Transfers from authorized committees
C00289603,LOFGREN FOR CONGRESS,2017,Q2,201707159066692842,11C,C11411438,1171730,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,H,"",P,,,,,1919 S. EADS ST.,,ARLINGTON,VA,22202,,,C00375048,,,,,,2017-05-23 00:00:00,1000.00,3000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P2018,,PRIMARY,2018,A,ADD,ITEMIZED RECEIPTS,2017-07-19 05:46:32.438,,,,F3,4071520171418906968,f,,2018,SA,,4071820171419814973,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066692842,Contributions From Other Political Committees
C00104752,HATCH ELECTION COMMITTEE INC,2017,Q2,201707140200167037,11C,,1172739,,,,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,S,"",P,,,,,1919 SOUTH EADS STREET,,ARLINGTON,VA,222023028,,,C00375048,,,,,,2017-05-19 00:00:00,2500.00,2500.00,,,,,,,,,,,,,,,,,,,,,,P2018,,PRIMARY,2018,A,ADD,ITEMIZED RECEIPTS,2017-07-20 05:34:01.756,,,,F3,1071720170035539454,f,,2018,SA,,2071920171426269617,http://docquery.fec.gov/cgi-bin/fecimg/?201707140200167037,Contributions From Other Political Committees
C00418293,COMMITTEE TO RE-ELECT HENRY HANK JOHNSON,2017,Q2,201707159066692072,11C,VR02ZKWKPQ7,1171720,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,H,"",P,,,,,1919 S EADS ST,,ARLINGTON,VA,222023028,,,C00375048,,,,,,2017-05-26 00:00:00,1000.00,1000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P2018,,PRIMARY,2018,A,ADD,ITEMIZED RECEIPTS,2017-07-20 05:35:30.81,,,,F3,4071520171418906961,f,,2018,SA,,4071920171426265279,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066692072,Contributions From Other Political Committees
C00554899,RYAN COSTELLO FOR CONGRESS,2017,Q2,201707159066715493,11C,A358BD3B796E947139B8,1171872,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,H,"",P,,,,,1919 S EADS ST,,ARLINGTON,VA,222023028,,,C00375048,,,,,,2017-05-25 00:00:00,2500.00,3500.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P2018,,PRIMARY,2018,A,ADD,ITEMIZED RECEIPTS,2017-07-28 05:08:51.588,,,,F3,4071520171418907068,f,,2018,SA,,4072720171439312525,http://docquery.fec.gov/cgi-bin/fecimg/?201707159066715493,Contributions From Other Political Committees
C00451336,RICHMOND FOR CONGRESS,2017,Q2,201707149066657556,12,C6929717,1171221,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,H,"",P,,,,,1919 SOUTH EADS STREET,,ARLINGTON,VA,22202,,,C00375048,18J,MEMO (FILER'S % OF CONTRIBUTION GIVEN TO JOIN,,X,,2017-03-24 00:00:00,1000.00,1000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P2018,,PRIMARY,2018,A,ADD,ITEMIZED RECEIPTS,2017-07-26 05:33:36.035,,C6929712,SA12,F3,4071420171418853846,f,* JOINT FUNDRAISING MEMO,2018,SA,,4072520171433202366,http://docquery.fec.gov/cgi-bin/fecimg/?201707149066657556,Transfers from authorized committees
C00412288,BILL PAC,2017,MY,201707319069895092,11C,SA11C.8262,1176757,,COM,OTHER COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,Q,"",D,,,,,1919 SOUTH EADS STREET,,ARLINGTON,VA,22202,,,C00375048,18K,CONTRIBUTION RECEIVED FROM REGISTERED FILER,,,,2017-05-04 00:00:00,5000.00,5000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P,,PRIMARY,,A,ADD,ITEMIZED RECEIPTS,2017-08-03 05:40:29.949,,,,F3X,4073120171442332265,f,,2018,SA,,4080220171442470064,http://docquery.fec.gov/cgi-bin/fecimg/?201707319069895092,Contributions From Other Political Committees
C00540500,CORY BOOKER FOR SENATE,2017,Q2,201707180200189966,12,,1173905,,,,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,S,"",P,,,,,1919 S EADS ST,,ARLINGTON,VA,222023028,,,C00375048,18J,MEMO (FILER'S % OF CONTRIBUTION GIVEN TO JOIN,,X,,2017-03-24 00:00:00,1000.00,5000.00,,,,,,,,,,,,,,,,,,,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED RECEIPTS,2017-08-05 05:45:13.562,,,,F3,1071920170035545835,f,,2018,SA,,2080420171442754169,http://docquery.fec.gov/cgi-bin/fecimg/?201707180200189966,Transfers from authorized committees
C00498873,TONY CARDENAS FOR CONGRESS,2017,Q1,201709059072958755,11C,VN8VHFKRAH2,1181096,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,H,"",P,,,,,1919 S EADS ST,,ARLINGTON,VA,222023028,,,C00375048,,,,,,2017-02-22 00:00:00,1000.00,1000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P2018,,PRIMARY,2018,N,NO CHANGE,ITEMIZED RECEIPTS,2017-09-07 05:28:23.785,,,,F3,4090620171448419122,f,,2018,SA,,4090620171448419798,http://docquery.fec.gov/cgi-bin/fecimg/?201709059072958755,Contributions From Other Political Committees
C00571802,SENSIBLE AMERICAN SOLUTIONS SUPPORTING EVERYONE PAC,2017,M9,201709209074810916,11C,SA11C.5093,1182692,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,Q,"",D,,,,,1919 SOUTH EADS STREET,,ARLINGTON,VA,22202,,,C00375048,18K,CONTRIBUTION RECEIVED FROM REGISTERED FILER,RECEIPT,,,2017-08-14 00:00:00,1500.00,1500.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P,,PRIMARY,,A,ADD,ITEMIZED RECEIPTS,2017-09-21 05:50:54.764,,,,F3X,4092020171455794810,f,,2018,SA,,4092020171455850131,http://docquery.fec.gov/cgi-bin/fecimg/?201709209074810916,Contributions From Other Political Committees
C00666040,MCSALLY FOR SENATE INC,2018,Q2,201810169125553057,11C,A30516425F41E46ABAC1,1273509,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,S,"",P,,,,,1919 SOUTH EADS STREET,,ARLINGTON,VA,222023028,,,C00375048,,,,,,2018-05-25 00:00:00,1000.00,3500.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P2018,,PRIMARY,2018,A,ADD,ITEMIZED RECEIPTS,2018-11-09 03:54:23.079,,,,F3,4101620181599434940,f,,2018,SA,,4110820181615937012,http://docquery.fec.gov/cgi-bin/fecimg/?201810169125553057,Contributions From Other Political Committees
C00498873,TONY CARDENAS FOR CONGRESS,2017,Q2,201710159075741855,11C,VN8VHFVFKK6,1187254,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,H,"",P,,,,,1919 S EADS ST,,ARLINGTON,VA,222023028,,,C00375048,,,,,,2017-06-09 00:00:00,1000.00,2000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P2018,,PRIMARY,2018,N,NO CHANGE,ITEMIZED RECEIPTS,2017-10-19 04:08:39.081,,,,F3,4101620171458294953,f,,2018,SA,,4101820171458503052,http://docquery.fec.gov/cgi-bin/fecimg/?201710159075741855,Contributions From Other Political Committees
C00571802,SENSIBLE AMERICAN SOLUTIONS SUPPORTING EVERYONE PAC,2017,M10,201710189075790662,11C,SA11C.5110,1188055,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,Q,"",D,,,,,1919 SOUTH EADS STREET,,ARLINGTON,VA,22202,,,C00375048,18K,CONTRIBUTION RECEIVED FROM REGISTERED FILER,RECEIPT,,,2017-09-29 00:00:00,1000.00,2500.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P,,PRIMARY,,A,ADD,ITEMIZED RECEIPTS,2017-10-19 04:10:30.621,,,,F3X,4101820171458480692,f,,2018,SA,,4101820171458623782,http://docquery.fec.gov/cgi-bin/fecimg/?201710189075790662,Contributions From Other Political Committees
