doc_id,cleaned_filer_names,member_name,traveler_is_likely_member,state,district,party,year,filing_type,departure_date,return_date,trip_length,sponsors_cleaned,combined_dests,dom_or_int,notes
500010938,Elaine Acevedo,"Ellmers, Renee L.",FALSE,NC,2,R,2014,Original,2014-01-12,2014-01-13,2,National Retail Federation,"New York, NY",domestic,NA
500010942,Jamie Fasteau,"Miller, George",FALSE,CA,11,D,2014,Original,2014-01-13,2014-01-16,4,Natural Public Education Support Fund,"Edmonton, Canada",international,NA
500010944,Rosemary Lahasky,"Kline, John",FALSE,MN,2,R,2014,Original,2014-01-16,2014-01-18,3,Jobs For The Future,"Wichita, KS",domestic,NA
500010947,Jacque Chevalier Mosely,"Miller, George",FALSE,CA,11,D,2014,Original,2014-01-16,2014-01-17,2,Jobs For The Future,"Wichita, KS",domestic,NA
500010948,Kelly Hastings,"Barletta, Lou",FALSE,PA,11,R,2014,Original,2014-01-16,2014-01-18,3,Jobs For The Future;Joyce Foundation,"Wichita, KS",domestic,NA
500010949,Amy Porter,"Royce, Edward",FALSE,CA,39,R,2014,Original,2014-01-19,2014-01-24,6,Cooperative Assistance for Relief Everywhere,"Addis Ababa, Ethiopia",international,NA
500010951,Joshua Aaron Rogin,"Deutch, Theodore E.",FALSE,FL,22,D,2014,Original,2014-01-19,2014-01-24,6,Cooperative Assistance for Relief Everywhere,"Addis Ababa, Ethiopia; Dire Dawa, Ethiopia; Hawassa, Ethiopia",international,NA
500010952,Brian Rell,"Aderholt, Robert",FALSE,AL,4,R,2014,Original,2014-01-19,2014-01-24,6,Cooperative Assistance for Relief Everywhere,"Addis Ababa, Ethiopia; Dire Dawa, Ethiopia; Hawassa, Ethiopia",international,NA
500010954,Lillie Coney,"Jackson Lee, Sheila",FALSE,TX,18,D,2014,Original,2014-01-21,2014-01-26,6,"Law, Science, Technology And Society Research Group, Vrije Universiteit Brussel","Brussels, Belgium",international,NA
500010956,Alexis Covey-Brandt,"Hoyer, Steny",FALSE,MD,5,D,2014,Original,2014-01-19,2014-01-24,6,Bill And Melinda Gates Foundation,"Addis Ababa, Ethiopia; Dire Dawa, Ethiopia; Hawassa, Ethiopia",international,NA
500010963,Melissa Gierach,"Ross, Dennis",FALSE,FL,15,R,2014,Original,2014-01-08,2014-01-12,5,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500010973,Grace Koh,"Upton, Fred",FALSE,MI,6,R,2014,Original,2014-01-26,2014-01-27,2,Practising Law Institute,"New York, NY",domestic,NA
500010989,Brandon Renz,"Foxx, Virginia",FALSE,NC,5,R,2014,Original,2014-01-29,2014-01-31,3,Congressional Institute,"Cambridge, MD",domestic,NA
500010990,Jeremy B. Harrell,"Gosar, Paul",FALSE,AZ,9,R,2014,Original,2014-01-06,2014-01-08,3,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500011011,Jennifer Y. Brown,"Smith, Lamar",FALSE,TX,21,R,2014,Original,2014-01-29,2014-01-31,3,Congressional Institute,"Cambridge, MD",domestic,NA
500011050,Shawn Chang,"Waxman, Henry A.",FALSE,CA,33,D,2014,Original,2014-01-26,2014-01-28,3,Practising Law Institute,"New York, NY",domestic,NA
500011065,Brian MacDonald,"Walden, Greg",FALSE,OR,2,R,2014,Original,2014-01-18,2014-01-24,7,Cooperative Assistance for Relief Everywhere,"Addis Ababa, Ethiopia; Dire Dawa, Ethiopia; Hawassa, Ethiopia",international,NA
500011071,Mark Sanford,"Sanford, Mark",TRUE,SC,1,R,2014,Original,2014-02-06,2014-02-08,3,Heritage Foundation,"Richmond, VA",domestic,NA
500011110,Amy Clerkin,"Grijalva, Raul",FALSE,AZ,7,D,2014,Original,2014-02-06,2014-02-08,3,Congressional Progressive Caucus,"Philadelphia, PA",domestic,NA
500011130,Lynnel Ruckert,"Scalise, Steve",FALSE,LA,1,R,2014,Original,2014-02-06,2014-02-08,3,Heritage Foundation,"Richmond, VA",domestic,NA
500011141,Alma Acosta Garcia,"Lujan Grisham, Michelle",FALSE,NM,1,D,2014,Original,2014-02-09,2014-02-11,3,Foundation For Nuclear Studies,"Avila Beach, CA",domestic,NA
500011142,John Fleming,"Fleming, John",TRUE,LA,4,R,2014,Original,2014-02-06,2014-02-08,3,Heritage Foundation,"Richmond, VA",domestic,NA
500011150,Erin Meyer Seligman,"Nunnelee, Alan",FALSE,MS,1,R,2014,Original,2014-02-09,2014-02-11,3,Foundation For Nuclear Studies,"Avila Beach, CA",domestic,NA
500011158,Diego Preciado,"Negrete McLeod, Gloria",FALSE,CA,35,D,2014,Original,2014-02-09,2014-02-11,3,Foundation For Nuclear Studies,"San Luis Obispo, CA",domestic,NA
500011159,Bradley Byrne,"Byrne, Bradley",TRUE,AL,1,R,2014,Original,2014-02-06,2014-02-08,3,Heritage Foundation,"Richmond, VA",domestic,NA
500011176,Curtis E. Rhyne,"Scalise, Steve",FALSE,LA,1,R,2014,Original,2014-02-06,2014-02-08,3,Heritage Foundation,"Richmond, VA",domestic,NA
500011177,Jackie Rivera,"Scalise, Steve",FALSE,LA,1,R,2014,Original,2014-02-06,2014-02-08,3,Heritage Foundation,"Richmond, VA",domestic,NA
500011188,Patrick McHenry,"McHenry, Patrick",TRUE,NC,10,R,2014,Original,2014-02-06,2014-02-07,2,Heritage Foundation,"Richmond, VA",domestic,NA
500011223,Scott B. Shiller,"Long, Billy",FALSE,MO,7,R,2014,Amendment,2014-01-07,2014-01-09,3,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500011227,Brandon Mooney,"Upton, Fred",FALSE,MI,6,R,2014,Original,2014-02-09,2014-02-11,3,Foundation For Nuclear Studies,"Avila Beach, CA",domestic,NA
500011239,Kelly Horton,"DeLauro, Rosa",FALSE,CT,3,D,2014,Original,2014-02-24,2014-02-24,1,Fuel Cell And Hydrogen Energy Association,"Elkton, MD; Newark, DE",domestic,NA
500011240,Edward Wells,"Peters, Gary C.",FALSE,MI,14,D,2014,Original,2014-02-24,2014-02-24,1,Fuel Cell And Hydrogen Energy Association,"Elkton, MD; Newark, DE",domestic,NA
500011241,Annie Caputo,"Upton, Fred",FALSE,MI,6,R,2014,Original,2014-02-09,2014-02-11,3,Foundation For Nuclear Studies,"Avila Beach, CA",domestic,NA
500011243,Mark Meadows,"Meadows, Mark",TRUE,NC,11,R,2014,Original,2014-02-15,2014-02-23,9,American Israel Education Foundation,"Jerusalem, Israel; Tel Aviv, Israel; Tiberias, Israel",international,NA
500011244,Tim Ryan,"Ryan, Tim",TRUE,OH,13,D,2014,Original,2014-02-14,2014-02-17,4,Wisdom 2.0,"San Francisco, CA",domestic,NA
500011246,Paul Beck,"Eshoo, Anna",FALSE,CA,16,D,2014,Original,2014-02-24,2014-02-24,1,Fuel Cell And Hydrogen Energy Association,"Elkton, MD; Newark, DE",domestic,NA
500011252,Susan A. Davis,"Davis, Susan A.",TRUE,CA,53,D,2014,Original,2014-02-21,2014-02-22,2,Information Technology And Innovation Foundation,"Miami, FL",domestic,NA
500011253,Rachel Wolbers,"Farenthold, Blake",FALSE,TX,27,R,2014,Original,2014-02-20,2014-02-22,3,Information Technology And Innovation Foundation,"Fort Lauderdale, FL",domestic,NA
500011254,Jonathan Smith,"Kilmer, Derek",FALSE,WA,6,D,2014,Original,2014-02-20,2014-02-22,3,Information Technology And Innovation Foundation,"Miami, FL",domestic,NA
500011255,Bob Goodlatte,"Goodlatte, Bob",TRUE,VA,6,R,2014,Original,2014-02-18,2014-02-23,6,Aspen Institute,"Cartagena, Colombia",international,NA
500011256,Steve Cohen,"Cohen, Steve",TRUE,TN,9,D,2014,Original,2014-02-15,2014-02-17,3,Aspen Institute,"Cartagena, Colombia",international,NA
500011261,Dylan Sodaro,"Quigley, Mike",FALSE,IL,5,D,2014,Original,2014-02-24,2014-02-24,1,Fuel Cell And Hydrogen Energy Association,"Elkton, MD; Newark, DE",domestic,NA
500011262,Charles Dent,"Dent, Charles",TRUE,PA,15,R,2014,Original,2014-02-15,2014-02-22,8,U.S. Association of Former Member of Congress; Sasakawa Peace Foundation Usa,"Kyoto, Japan; Tokyo, Japan",international,NA
500011263,Austin Durrer,"Moran, James P.",FALSE,VA,8,D,2014,Original,2014-02-20,2014-02-23,4,Information Technology And Innovation Foundation,"Miami, FL",domestic,NA
500011264,Lee Terry,"Terry, Lee",TRUE,NE,2,R,2014,Original,2014-02-20,2014-02-21,2,Information Technology And Innovation Foundation,"Miami, FL",domestic,NA
500011266,Derek Kilmer,"Kilmer, Derek",TRUE,WA,6,D,2014,Original,2014-02-18,2014-02-21,4,Information Technology And Innovation Foundation,"Miami, FL",domestic,NA
500011267,John David Grom,"Connolly, Gerald",FALSE,VA,11,D,2014,Original,2014-02-20,2014-02-23,4,Information Technology And Innovation Foundation,"Miami, FL",domestic,NA
500011271,Sander Levin,"Levin, Sander",TRUE,MI,9,D,2014,Original,2014-02-15,2014-02-22,8,Aspen Institute,"Cartagena, Colombia",international,NA
500011272,Gene Green,"Green, Gene",TRUE,TX,29,D,2014,Original,2014-02-16,2014-02-23,8,Aspen Institute,"Cartagena, Colombia",international,NA
500011273,Michelle Dorothy,"Peters, Scott",FALSE,CA,50,D,2014,Original,2014-02-20,2014-02-22,3,Information Technology And Innovation Foundation,"Miami, FL",domestic,NA
500011274,Mark Henson,"Himes, James",FALSE,CT,4,D,2014,Original,2014-02-20,2014-02-23,4,Information Technology And Innovation Foundation,"Sunny Isles, FL",domestic,NA
500011275,John J. Duncan Jr.,"Duncan, John",TRUE,TN,2,R,2014,Original,2014-02-15,2014-02-23,9,American Israel Education Foundation,"Jerusalem, Israel; Tel Aviv, Israel; Tiberias, Israel",international,NA
500011280,Sam Farr,"Farr, Sam",TRUE,CA,20,D,2014,Original,2014-02-15,2014-02-23,9,Aspen Institute,"Cartagena, Colombia",international,NA
500011281,Lloyd Doggett,"Doggett, Lloyd",TRUE,TX,37,D,2014,Original,2014-02-15,2014-02-23,9,Aspen Institute,"Cartagena, Colombia",international,NA
